Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,74.35,77.78,73.05,63.5,55.05,55.08,56.38,54.9,54.6,56.42,55.95,52.92,52.25,52.15,51.88
3Mo,86.75,77.07,68.68,61.33,55.47,54.67,54.38,52.92,52.98,53.48,50.83,49.88,48.88,48.92,48.67
6Mo,86.57,75.82,64.42,59.6,55.55,54.52,53.52,51.8,51.65,51.5,50.67,48.22,48.23,47.33,47.85
9Mo,85.55,73.47,64.03,58.4,53.75,52,49.7,50.05,49.75,49.15,48.4,46.15,45.7,45.38,45.5
1Yr,82.22,70.75,60.92,56.73,53.22,51.13,49.8,48.58,47.97,47.17,45.02,44.28,44.28,43.65,44.22
2Yr,74.65,61.2,54.02,50.02,48.38,45.8,44.9,43.25,43.2,42.6,41.6,39.95,40.3,39.83,39.55
3Yr,59.15,51.17,46.55,43.55,42.08,41.3,40.52,39.85,39.23,38.95,38.83,37.2,37.7,37.08,37.3
4Yr,47.2,43,41.13,39.1,38.6,38.5,37.63,37,36.67,36.23,36.2,35.28,35.52,35.1,34.45
5Yr,40.33,38.9,38.3,37.4,36.65,36.52,35.77,35.23,35.1,35.2,34.7,34.02,34.42,33.9,33.63
6Yr,36.55,36,34.88,35.02,34.45,34,33.7,33.13,32.92,32.83,34,32.95,32.8,32.75,32.38
7Yr,35.23,35.3,34.75,34.1,33.52,33.35,33.1,32.75,32.85,33.6,33.15,32.33,32.63,31.9,31.57
8Yr,34.33,33.67,33.17,32.55,32.23,32.25,31.85,31.55,31.65,31.55,32.33,31.75,31.55,31.2,30.93
9Yr,33.25,32.55,31.93,31.6,31.53,31.55,31.38,30.8,31.75,31.2,31.5,31.25,30.98,29.85,30.25
10Yr,32.35,32,31.65,31.43,30.75,31.5,31.58,31.33,31.5,31.7,31.35,30.68,30.7,29.75,30.02
15Yr,30.27,30.75,30.92,31.2,31.45,31.55,31.57,31.7,31.83,31.25,30.2,30.55,29.7,29.88,29.88
20Yr,29.68,29.5,29.48,29.52,29.55,29.63,29.63,29.58,29.63,29.7,29.98,28.48,28.35,28.3,28.25
25Yr,28.88,28.67,28.98,29.08,28.77,29.18,29.15,29.23,29.2,29.2,29.08,28.52,28.27,28.17,28.13
30Yr,28.73,28.5,28.58,28.68,28.88,28.98,29.02,29.05,29.2,29.35,28.95,28.33,28.2,28,30.58
