Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,99.8,102.95,102.47,99.18,98.95,95.67,93.95,92.95,92.3,92.7,88.05,90.2,90.65,93.9,98.8
3Mo,92.58,85.58,85.65,82.6,82.5,79.65,78.82,78,77.6,77.75,77.45,72.9,76.25,80.4,83.03
6Mo,82.05,76.72,75.5,70.7,69.95,67.45,66.53,65.8,65.3,65,63.85,60.3,60.95,64.8,66.85
9Mo,76.53,68.95,66.8,63.78,62.9,61.23,60.4,60.45,60.5,58.65,57.53,55.85,55.67,56.8,59.88
1Yr,69.53,61.55,58.4,57,56.35,54.85,54.3,53.4,52.5,52.33,51.9,49.5,50.15,51.3,52
2Yr,51.23,48.23,46.9,46.08,45.95,45.3,45,44.7,44.2,43.27,43,41.35,42.53,43.45,43.65
3Yr,42.5,41.72,41.03,40.77,41.02,40.6,40.5,40,38.8,38.33,38.45,37.7,38.7,39.45,39.47
4Yr,38.15,37.6,37.72,37.95,38.23,37.77,37.08,36.3,35.5,34.9,35.45,34.9,35.85,36.8,36.45
5Yr,35.02,35.2,35.45,35.4,35.55,34.88,33.78,33.2,32.6,32.1,32.55,32.15,33.47,34,33.95
6Yr,32.3,32.65,33.1,33.4,33.05,31.65,30.55,30.3,30.4,30.15,30.3,30.6,31.4,32.1,31.9
7Yr,30.7,31.25,31.45,31.1,30.2,29.35,28.75,28.7,28.5,28.33,29.05,29.3,29.98,30.4,30.32
8Yr,29.4,28.4,27.65,27.15,26.6,26.5,26.2,26.35,26.45,26.4,26.9,27.75,28.3,28.3,28.2
9Yr,26.7,25.65,25.1,24.85,24.75,24.9,25.05,25.25,25.45,25.55,26.2,27.25,27.6,27.4,27.2
10Yr,24.98,23.85,23.35,23.5,23.67,23.8,24.13,24.5,24.8,24.92,25.65,25.95,25.9,25.95,26.25
15Yr,21.55,23.1,23.9,24.7,25.4,25.8,26.1,26.2,26.3,23.15,24.1,25.6,25.1,24.8,25.2
20Yr,25.9,26.1,25.35,25.4,26,26.1,25.7,25.5,25.2,24.85,24.25,23.45,23.35,22.95,23.5
25Yr,24.3,24,23.8,23.6,23.5,23.4,23.2,23.1,23,23,22.8,22.5,24.45,22.6,23.5
30Yr,21.9,22,22.1,22.2,22.3,22.4,22.4,22.4,22.4,25.05,25.25,25.55,22.4,25.95,21.9
