Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,93.3,78.6,77.65,63.95,56.3,46.45,40.95,37.05,34.35,32.53,27.9,27.2,25.77,24.6,24.33
3Mo,75,69,68.1,58.55,51.27,44.6,39.2,36.13,33.92,32.13,28.6,27.3,26.2,25,24.35
6Mo,78.22,73.53,65.2,54.92,47.85,41.7,38.4,35.27,33.25,31.65,28.98,26.8,25.4,24.58,24.05
9Mo,84.45,71.8,61.4,51.33,45.75,40.15,36.7,34.8,33.08,31.32,29.5,26.7,25.85,24.8,24.13
1Yr,84.7,68.85,57.4,48.15,43.03,38.67,35.67,34,32.35,31.02,28.4,26.6,25.35,24.8,24.3
2Yr,63.55,51.5,43.4,38,35.15,32.8,31.1,30.2,29.23,28.1,26.45,25.08,24.07,23.73,23.3
3Yr,43.25,37.45,33.52,31.45,30.15,28.9,27.77,27.45,26.8,25.95,24.38,23.55,22.82,22.65,22.3
4Yr,32.65,30,28.52,27.45,26.68,26.13,25.3,25.13,24.77,24.3,23.15,22.17,21.9,21.7,21.13
5Yr,28.3,26.8,25.9,25.27,24.75,24.32,23.73,23.6,23.42,22.92,21.95,21.15,20.9,20.65,20.75
6Yr,25.7,24.77,24.08,23.75,23.27,23,22.42,22.23,22.02,21.9,21.25,20.27,20.1,19.9,19.83
7Yr,23.77,23.35,22.85,22.35,22.13,21.77,21.5,21.65,21.5,21.15,20.5,19.6,19.18,19.27,19.02
8Yr,22.6,22.42,21.98,21.63,21.27,20.95,20.92,20.88,20.67,20.77,19.95,18.75,18.67,18.45,18.6
9Yr,21.8,21.4,21.1,20.58,20.65,20.25,20.15,19.9,20.1,20.1,19.48,18.57,18.5,18.32,18.15
10Yr,20.27,20.35,20.1,19.88,19.75,19.63,19.7,19.73,19.45,19.45,18.65,17.82,17.7,17.7,17.68
15Yr,18.35,18.77,18.75,18.68,18.5,18.5,18.35,18.3,18.23,18.1,17.6,16.9,16.38,16.27,16.17
20Yr,17.67,17.57,17.32,17.18,16.98,16.9,16.77,16.65,16.63,16.63,16.2,15.55,15.35,15.25,15.15
25Yr,16.4,16.07,16.08,15.65,15.48,15.63,15.82,15.88,15.93,16,15.75,15.35,14.8,16.7,13.8
30Yr,15.45,15.35,14.93,14.65,14.57,14.88,14.95,14.85,14.45,14.85,14.22,13.25,13.32,13.1,17.45
