Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,106.63,72.07,78.97,62.9,53.92,45.35,40.13,36.85,34.55,32.48,31.6,27.88,25.68,25.15,24.58
3Mo,77.55,69.7,69.57,58.6,51.95,44.83,39.88,36.8,34.55,33.15,28.6,27.75,26.85,25.27,24.7
6Mo,76.25,72.9,66.32,55.33,49.08,42.6,38.6,36.17,34.17,32.48,28.98,27.5,25.93,25.2,24.55
9Mo,83.4,72.15,62.33,52.02,46.33,40.95,37.47,35.6,33.78,31.98,30.07,27.25,25.85,25.27,24.6
1Yr,85.7,70.2,58.17,49,43.95,39.4,36.38,34.5,33.25,31.57,28.4,27.1,25.8,25.2,24.75
2Yr,66.58,52.25,43.75,38.85,35.83,33.47,31.7,30.85,29.85,28.7,27.55,25.55,24.48,24.15,23.65
3Yr,44.52,38.23,34.23,32.05,30.75,29.32,28.27,27.77,27.35,26.4,24.38,23.9,23.15,22.95,22.57
4Yr,33.3,30.77,29.1,28,27.2,26.63,25.75,25.63,25.23,24.85,24.05,22.5,21.95,22.1,21.52
5Yr,28.52,27.5,26.35,25.7,25.13,24.7,24.1,24,23.8,23.27,22.7,21.45,20.95,20.92,20.75
6Yr,26.02,25,24.7,24.02,23.73,23.35,22.92,22.7,22.57,22.3,21.57,20.55,20.27,20.1,19.98
7Yr,24.2,23.8,23.17,22.77,22.38,22.15,21.8,20.63,19.67,21.42,21.1,19.8,19.45,19.45,19.23
8Yr,23.1,22.63,22.23,21.82,21.52,21.27,21.1,21.07,21.07,19.27,19.15,18.92,19.02,18.8,18.67
9Yr,22.05,21.57,21.27,21,20.68,20.57,20.33,20.2,20.35,20.27,19.68,18.8,18.6,18.3,18.23
10Yr,20.85,20.65,20.35,20.38,19.95,19.82,19.7,19.93,19.85,19.73,19.15,18.4,17.9,17.8,17.6
15Yr,18.68,18.73,18.73,18.65,18.63,18.55,18.42,18.4,18.3,18.15,17.5,16.48,16.25,16.17,15.95
20Yr,17.65,17.55,17.4,17.23,16.75,16.8,16.82,16.7,16.63,16.7,16.1,15.22,15.03,14.95,14.88
25Yr,16.65,16.55,16.4,16.33,16.13,16.8,15.85,15.88,15.85,16.9,15.88,14.4,14.4,14.13,13.75
30Yr,15.43,16.25,15.22,15.07,15.03,14.88,17.3,14.5,14.52,14.7,14.02,12.95,13.15,12.75,17.4
