Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,4.635,0,4.635,4.635,0.988294
EDZ08   ,2.61408,0,2.61408,3.47275,0.985568
EDH09   ,2.26689,0,2.26689,3.048,0.979953
EDM09   ,2.37374,0,2.37374,2.88236,0.974108
EDU09   ,2.58964,0,2.58964,2.82761,0.967773
EDZ09   ,2.9446,0,2.9446,2.85035,0.960623
EDH10   ,3.18366,0,3.18366,2.91233,0.952954
2 YR,3.12905,0,3.12905,3.13324,0.939552
3 YR,3.577,0,3.577,3.59741,0.89847
4 YR,3.917,0,3.917,3.95523,0.85499
5 YR,4.1387,0,4.1387,4.19101,0.812706
6 YR,4.316,0,4.316,4.38271,0.770957
7 YR,4.44925,0,4.44925,4.52836,0.730921
8 YR,4.549,0,4.549,4.6381,0.692852
9 YR,4.6135,0,4.6135,4.70794,0.657833
10 YR,4.66,0,4.66,4.7576,0.624884
11 YR,4.6715,0,4.6715,4.76373,0.59579
12 YR,4.675,0,4.675,4.76072,0.568592
15 YR,4.64845,0,4.64845,4.70688,0.497653
20 YR,4.5635,0,4.5635,4.56641,0.405347
25 YR,4.49,0,4.49,4.44488,0.333146
30 YR,4.4295,0,4.4295,4.34177,0.275592
40 YR,4.332,0,4.332,4.16099,0.192566
50 YR,4.3635,0,4.3635,4.27177,0.120827
