Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,81.2,79.7,70.65,64.75,61.5,57.85,54.35,50.15,48.35,48.1,47.7,49.25,52.2,50.65,55.23
3Mo,79.75,71.3,61.5,55.85,52.7,49.52,46.7,44.03,42.5,41.6,41.3,40.5,43.2,40.45,45
6Mo,71.75,61.65,53.6,48.9,46.3,43.8,41.58,39.65,38.45,37.8,37.25,36.65,38.45,36.5,39.4
9Mo,64.28,54.2,48.52,44.52,42.55,40.75,38.85,37.1,36.4,35.55,35.45,35.35,36.6,36.3,36.7
1Yr,56.6,46.95,42.7,40.13,38.75,37.4,36,34.6,33.6,33.3,33.25,33.2,34.05,33.1,34.5
2Yr,36.6,34.48,33,32.35,31.55,30.6,30.38,29.6,29.25,29.2,29.4,29.75,30.8,29.5,30.73
3Yr,30.48,29.85,29.63,28.9,28.73,28.38,28.02,27.75,27.4,27.52,27.88,28.45,28.95,28.3,29.1
4Yr,27.33,28.1,26.92,27.2,27.15,26.63,26.4,26.35,26.18,26.27,26.48,26.85,27.7,27.1,27.9
5Yr,26.85,25.15,25.05,25.2,25.25,25.18,25.1,25,24.98,25.5,25.6,25.7,26.5,25.9,26.75
6Yr,23.75,23.5,23.85,24,23.85,24,24,24.05,24.15,24,24.5,25.3,25.85,26.35,24.7
7Yr,22.65,23.85,23,23.25,23.57,23.73,23.73,23.73,23.75,23.8,23.9,24.1,24.95,24.98,24.8
8Yr,22.7,21.45,22.2,22.6,22.65,22.75,22.8,22.85,22.95,22.85,23.35,24.2,24.65,24.2,22.95
9Yr,21.4,21.05,21.6,21.95,22.4,22.15,22.4,22.45,22.35,22.45,22.75,23.2,23.4,22.75,22.1
10Yr,19.9,20.75,21.25,21.75,22.05,22.4,22.05,22.07,21.95,21.85,21.7,21.55,21.65,20.73,21.3
15Yr,20.6,19.77,20.05,21.6,21.65,20.1,19.9,19.57,21,19.2,19.15,19.1,19.32,17.83,18.8
20Yr,20.4,18.9,18.9,18.63,18.6,18.7,18.65,18.7,18.52,18.32,17.92,17.32,16.9,17.32,17.05
25Yr,19.5,19.3,19.2,19.1,19,18.8,18.6,18.5,17.1,17.85,17.25,16.35,15.65,17.1,15.2
30Yr,18.3,19.6,18.4,18.4,17.75,13.85,10.65,13,14.6,15.85,15.45,14.95,14.6,14.3,14.1
